1;2.443
2;3.415
3;3.804
4;3.791
5;3.971
6;4.112
7;4.315
8;4.726
9;4.841
10;4.866
11;4.875
12;4.83
13;4.763
14;4.867
15;4.858
16;4.936
17;4.921
18;4.968
19;5.002
20;5.062
21;5.058
22;5.073
23;5.037
24;5.074
25;5.077
26;5.078
27;5.075
28;5.071
29;5.113
30;4.915
31;5.113
32;5.111
33;5.111
34;5.113
35;5.116
36;4.972
37;4.974
38;5.07
39;4.924
40;4.869
41;4.899
42;5.105
43;5.104
44;5.094
45;5.095
46;5.001
47;5.023
48;5.052
49;5.053
50;5.103
